state,district,biometric_ratio,demo_ratio,severity,performance,interpretation
Uttar Pradesh,Kaushambi,4.814683454513212,5.189572619258734,10.004256073771945,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Boudh,6.221702525724977,3.782974742750234,10.004677268475211,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jammu and Kashmir,Jammu,6.7664442326024785,3.242612011439466,10.009056244041945,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Bareilly,4.076692040805758,5.933820102532236,10.010512143337994,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Kerala,Wayanad,5.7265625,4.29375,10.0203125,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Gorakhpur,4.212319896389833,5.835761696616481,10.048081593006314,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Arunachal Pradesh,Lohit,5.048387096774194,5.008064516129032,10.056451612903226,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Manipur,Chandel,3.5437956204379564,6.512773722627737,10.056569343065693,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
NCT of Delhi,New Delhi,5.1,4.98,10.08,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jharkhand,Hazaribag,3.3271028037383177,6.771028037383178,10.098130841121495,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Sonapur,5.864583333333333,4.239583333333333,10.104166666666666,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Rajkot,4.578380386329866,5.529420505200594,10.10780089153046,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Manipur,Jiribam,3.0806451612903225,7.032258064516129,10.112903225806452,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Ludhiana,5.039791959052258,5.081317592669033,10.121109551721291,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jammu and Kashmir,Rajouri,7.3584814992791925,2.8159538683325325,10.174435367611725,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Jharsuguda,5.6138165345413364,4.5843714609286526,10.19818799546999,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,K.V. Rangareddy,5.0729670620982175,5.125323083040626,10.198290145138843,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Himachal Pradesh,Solan,6.6886363636363635,3.514772727272727,10.20340909090909,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Bharuch,5.075166508087536,5.129400570884871,10.204567078972406,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Assam,Charaideo,4.2484375,5.95625,10.204687499999999,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Mahabubnagar,6.015947888589398,4.194743935309973,10.21069182389937,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Chhattisgarh,Balrampur,4.845183735594694,5.3676886279626,10.212872363557295,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Goa,North Goa,5.844700944386149,4.390346274921301,10.23504721930745,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Gandhinagar,4.324763903462749,5.9176285414480585,10.242392444910807,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Mahendragarh,6.305340027384756,3.947512551346417,10.252852578731172,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Rudraprayag,7.4348422496570645,2.840877914951989,10.275720164609053,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Hathras,4.323543233082707,5.9593515037593985,10.282894736842106,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Vellore,5.908530606527525,4.379885137974506,10.288415744502032,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Purnea,4.651162790697675,5.6395348837209305,10.290697674418606,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tripura,Gomati,5.2052980132450335,5.103752759381899,10.309050772626932,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Kerala,Malappuram,4.673880316146029,5.638878434324426,10.312758750470454,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Nizamabad,5.952283919171337,4.392935982339956,10.345219901511292,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Puruliya,2.6808565754252656,7.6742077540799585,10.355064329505224,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Kheri,4.481587039675992,5.882472061801545,10.364059101477537,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Nainital,5.6868081180811805,4.680350553505535,10.367158671586715,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Ganjam,5.7578305308275635,4.619848334981866,10.377678865809429,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Nuapada,6.483813589469939,3.8986125933831377,10.382426182853077,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Bundi,6.309121061359868,4.075953565505804,10.385074626865672,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Maldah,3.0337490829053557,7.356566397652237,10.390315480557593,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Puri,6.187964338781575,4.215824665676077,10.403789004457654,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Sitapur,4.858192977447902,5.565729374821582,10.423922352269484,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Nayagarh,6.826880530973451,3.600663716814159,10.42754424778761,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Maharashtra,Washim *,3.4285714285714284,7.0,10.428571428571429,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Rangareddy,2.2450980392156863,8.186274509803921,10.431372549019606,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Lakhisarai,3.3917748917748916,7.0481601731601735,10.439935064935066,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Rayagada,5.410288065843622,5.054320987654321,10.464609053497941,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andaman and Nicobar Islands,North And Middle Andaman,6.560975609756097,3.9146341463414633,10.47560975609756,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Jind,7.285242951409718,3.1964607078584284,10.481703659268147,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Thoothukkudi,6.480296827021494,4.010491299897645,10.490788126919139,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Ambala,6.49288256227758,4.007473309608541,10.500355871886121,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Gurgaon,3.79033087605006,6.7238127893022455,10.514143665352305,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Pratapgarh,6.336849044166117,4.178312458800264,10.51516150296638,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Tirunelveli,6.786632039365774,3.734417714598141,10.521049753963915,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andhra Pradesh,Nalgonda,4.7570194384449245,5.785097192224622,10.542116630669547,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Bhadradri Kothagudem,3.863460712752254,6.680120223271791,10.543580936024044,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Maharashtra,Gondiya *,4.090909090909091,6.454545454545454,10.545454545454545,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jharkhand,West Singhbhum,4.987964307947707,5.562979871342602,10.550944179290308,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jharkhand,Godda,4.105591497227357,6.460027726432532,10.565619223659889,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Madhepura,3.893578492826299,6.675999442819334,10.569577935645633,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Medchal-Malkajgiri,2.269262407458185,8.306553331505347,10.57581573896353,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Assam,Chirang,6.2923197492163006,4.289184952978056,10.581504702194357,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Warangal Urban,3.2125,7.377083333333333,10.589583333333334,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Hanumakonda,2.390277777777778,8.204166666666667,10.594444444444445,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Firozabad,3.67291296625222,6.92797513321492,10.60088809946714,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Ramanathapuram,6.477804963299546,4.1258301293254105,10.603635092624955,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Varanasi,4.675689974429063,5.948064544572789,10.623754519001853,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Panipat,6.2206962631747045,4.403225806451613,10.623922069626317,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Aligarh,4.637713936430318,6.0082518337408315,10.645965770171149,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Dungarpur,6.480234260614934,4.186153524367287,10.666387784982222,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Mirzapur,4.614146485528647,6.06955109273479,10.683697578263438,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Amroha,4.507650459027541,6.177490649438966,10.685141108466507,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Hardoi,5.158313253012048,5.531084337349397,10.689397590361445,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Dharmapuri,6.575916230366492,4.121557022535852,10.697473252902345,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Sambhal,4.54834888197838,6.170590848511773,10.718939730490153,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Panchkula,5.36,5.374545454545455,10.734545454545454,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Ballia,4.726301895848332,6.031317494600432,10.757619390448763,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jammu and Kashmir,Budgam,7.616740088105727,3.1600587371512483,10.776798825256975,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andhra Pradesh,Khammam,4.962848297213622,5.833849329205366,10.796697626418988,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Kanniyakumari,5.956100710135571,4.841187863137508,10.797288573273079,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Jhansi,5.5753027460344535,5.224799590653249,10.800102336687702,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Perambalur,7.286163522012578,3.516981132075472,10.803144654088051,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Tehri Garhwal,7.002151462994837,3.8016351118760756,10.803786574870912,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Koraput,6.306948798328109,4.498432601880878,10.805381400208987,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Chhattisgarh,Sakti,1.8912280701754387,8.940350877192982,10.83157894736842,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Mau,4.24793388429752,6.585529393419616,10.833463277717136,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Karnataka,Bangalore Rural,4.942997542997543,5.891891891891892,10.834889434889435,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,West Champaran,2.560492402385074,8.281400269282555,10.84189267166763,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Araria,3.289410237388724,7.558419881305638,10.847830118694361,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Wanaparthy,2.1842284160435077,8.682528891910264,10.866757307953772,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Bijnor,4.374189406099519,6.502279293739968,10.876468699839487,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jammu and Kashmir,Pulwama,7.793337865397689,3.087695445275323,10.881033310673011,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Nadia,2.7090595198947716,8.173133837553436,10.882193357448209,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Mahabubabad,2.6927710843373496,8.20933734939759,10.90210843373494,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andhra Pradesh,Prakasam,5.589755713159969,5.323561859732073,10.91331757289204,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Karnal,7.569993913572733,3.3502738892270236,10.920267802799756,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Budaun,3.775513900208277,7.147242597120348,10.922756497328624,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Chhattisgarh,Kondagaon,5.9411764705882355,4.994969040247678,10.936145510835914,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Jangoan,2.891551071878941,8.05548549810845,10.94703656998739,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Fatehpur,4.471872840359365,6.489564616447823,10.961437456807188,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Sheikhpura,4.459779179810726,6.514984227129338,10.974763406940063,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Ariyalur,7.029043280182233,3.9458997722095672,10.9749430523918,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Rewari,5.730022573363431,5.249661399548533,10.979683972911964,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Amritsar,5.550533440403808,5.440289090283354,10.990822530687161,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Kanpur Dehat,4.284215035339473,6.710430499036196,10.99464553437567,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Farrukhabad,4.574914297237346,6.437991530550514,11.012905827787861,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Jalandhar,6.192090395480226,4.823966696402022,11.016057091882248,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Muzaffarpur,3.487591911764706,7.533854166666667,11.021446078431373,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Namakkal,6.681318681318682,4.351380326990083,11.032699008308764,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Debagarh,6.400299850074963,4.632683658170914,11.032983508245877,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Tarn Taran,6.187683284457478,4.849183074989527,11.036866359447004,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Sambalpur,5.830815709969788,5.222557905337362,11.05337361530715,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Arunachal Pradesh,Namsai,6.184210526315789,4.87719298245614,11.06140350877193,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Pathankot,6.534619750283769,4.535754824063564,11.070374574347333,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Baran,6.626859236904505,4.4528993317525325,11.079758568657038,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Shrawasti,4.194134078212291,6.889664804469274,11.083798882681565,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Pauri Garhwal,7.24792817679558,3.850828729281768,11.098756906077348,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Sant Kabir Nagar,5.18587570621469,5.933898305084746,11.119774011299436,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Angul,6.6872977346278315,4.435275080906149,11.122572815533982,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andhra Pradesh,Nellore,6.268119266055046,4.866055045871559,11.134174311926605,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Hoshiarpur,6.317819810851169,4.8183175709308115,11.136137381781982,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Goa,South Goa,5.6928895612708015,5.447806354009077,11.140695915279878,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Puducherry,Karaikal,7.029986052998606,4.135983263598327,11.165969316596932,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Manipur,Churachandpur,4.489979267449896,6.6855563234277815,11.175535590877677,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Kalahandi,6.0063041765169425,5.1717888100866825,11.178092986603625,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
NCT of Delhi,North Delhi,6.1066718386346,5.077191621411948,11.183863460046549,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Ganganagar,7.178121284185494,4.056599286563615,11.234720570749108,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Khammam,4.544425087108014,6.691056910569106,11.23548199767712,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Hisar,7.142823966558291,4.104969809568044,11.247793776126336,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Karimnagar,5.972177742193755,5.294035228182546,11.266212970376301,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Jayashankar Bhupalpally,2.011527377521614,9.25792507204611,11.269452449567723,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Banda,4.821320754716981,6.449056603773585,11.270377358490567,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
NCT of Delhi,West Delhi,4.94507140182917,6.3570626303685085,11.302134032197678,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Muzaffarnagar,5.222302455126883,6.084897874974211,11.307200330101093,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tripura,South Tripura,5.950317735413056,5.360485268630849,11.310803004043905,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Bankura,2.9949284009546537,8.32507955449483,11.320007955449483,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Kerala,Kozhikode,5.856082796328842,5.469049013864479,11.325131810193321,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Kancheepuram,6.455218356772761,4.8982764090092,11.35349476578196,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Hamirpur,4.838541666666667,6.571940104166667,11.410481770833334,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Mahoba,5.023134328358209,6.397014925373134,11.420149253731342,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Fatehabad,7.383720930232558,4.0523255813953485,11.436046511627907,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Patna,3.0687077763403767,8.378036509989938,11.446744286330315,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Gujarat,Ahmedabad,5.718658797587392,5.742395745508788,11.46105454309618,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Lalitpur,5.91062039957939,5.5644058885383805,11.475026288117771,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Gurdaspur,6.3512621359223305,5.1333980582524275,11.484660194174758,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Rajasthan,Banswara,6.691056910569106,4.8125,11.503556910569106,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chandigarh,Chandigarh,4.790421792618629,6.722759226713532,11.513181019332162,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
NCT of Delhi,Central Delhi,6.142664266426642,5.390639063906391,11.533303330333034,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Jalaun,4.710137672090113,6.831789737171464,11.541927409261577,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Warangal,7.5073086844368015,4.104901117798796,11.612209802235597,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Deoria,4.935277916875313,6.682398597896845,11.617676514772157,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Haryana,Kaithal,7.472669826224329,4.155450236966825,11.628120063191155,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Bihar,Katihar,4.187161285398061,7.449736661323563,11.636897946721625,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Coimbatore,5.807823129251701,5.844954648526077,11.652777777777779,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Cuddalore,6.653966760740044,5.000783944810285,11.65475070555033,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
West Bengal,West Midnapore,2.8159806295399514,8.845641646489105,11.661622276029057,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttarakhand,Dehradun,6.941636736788096,4.722550025654182,11.664186762442277,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Rajasthan,Hanumangarh,7.474200855776491,4.191039516737981,11.665240372514472,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Jaunpur,5.190950226244344,6.499909502262444,11.690859728506787,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Shahjahanpur,4.492864575590902,7.231009365244537,11.723873940835439,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Kurnool,7.408006389138465,4.3230508136168515,11.731057202755316,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Gujarat,The Dangs,8.729308666017527,3.0194741966893868,11.748782862706914,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,Kamle,1.1666666666666667,10.583333333333334,11.75,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Auraiya,4.810009563277016,6.942620337902454,11.752629901179471,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Sant Ravidas Nagar,5.661798616448886,6.095311299000769,11.757109915449654,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Gujarat,Surat,4.770333333333333,6.990958333333333,11.761291666666667,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Virudhunagar,7.377499450670182,4.4174906613931,11.794990112063282,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Bara Banki,5.9349432567959886,5.884534177883347,11.819477434679335,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Jharkhand,Khunti,6.705005959475566,5.118593563766389,11.823599523241956,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Cuddapah,6.4481539670070696,5.4157501963864885,11.863904163393558,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Chandauli,4.352268963232858,7.522689632328586,11.874958595561445,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
West Bengal,Cooch Behar,1.5546736006569044,10.351717531134529,11.906391131791434,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
West Bengal,Paschim Medinipur,3.1885311335816926,8.732370941990421,11.920902075572114,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Salem,6.549979655499796,5.376508883765089,11.926488539264884,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Tiruvallur,6.5150070430165785,5.418463538844946,11.933470581861524,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Punjab,Sas Nagar (Mohali),4.73175355450237,7.203317535545024,11.935071090047394,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
NCT of Delhi,East Delhi,5.491774588729436,6.468113405670284,11.95988799439972,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Jharkhand,Latehar,4.484907497565725,7.4853943524829605,11.970301850048685,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Narayanpur,7.096214511041009,4.941640378548896,12.037854889589905,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Puducherry,Puducherry,6.485046728971962,5.559813084112149,12.044859813084113,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Etah,4.987341772151899,7.093295827473042,12.080637599624941,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Arunachal Pradesh,Lower Subansiri,6.589041095890411,5.561643835616438,12.150684931506849,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Haryana,Kurukshetra,8.246169560776302,3.9096016343207354,12.155771195097037,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Kasganj,5.697353914002205,6.474641675854465,12.171995589856671,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Odisha,Gajapati,8.082313681868744,4.090656284760845,12.172969966629589,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Theni,6.623358182463614,5.600638977635783,12.223997160099398,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Guntur,6.877250211429262,5.3607587290080945,12.238008940437357,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Haryana,Yamuna Nagar,7.6626666666666665,4.602666666666667,12.265333333333334,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Uttar Pradesh,Kushinagar,5.067279291106006,7.20227546220326,12.269554753309265,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Assam,Bongaigaon,6.158319870759289,6.121970920840065,12.280290791599354,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
NCT of Delhi,South West Delhi,5.655661422557057,6.631619765122978,12.287281187680035,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Telangana,Nalgonda,6.3409168662333215,5.986999657885733,12.327916524119054,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Warangal,6.41580310880829,5.936528497409326,12.352331606217616,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,West Godavari,6.987446808510638,5.428085106382979,12.415531914893617,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Bihar,Rohtas,4.02753286929621,8.45800464037123,12.485537509667441,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Chhattisgarh,Uttar Bastar Kanker,7.462532299741602,5.034883720930233,12.497416020671835,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Andhra Pradesh,Krishna,7.123516256666093,5.389643901599863,12.513160158265956,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
Tamil Nadu,Dindigul,7.97503671071953,4.5437382001258655,12.518774910845394,Critical,Update activity significantly exceeds enrolments. Immediate operational attention required.
